order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO62656,3917,22414,12/27/2023,1,649,12/29/2023,1/10/2024,649,14
SO62657,2946,26881,5/16/2023,2,986,5/18/2023,5/30/2023,1972,77
SO62658,4686,12891,1/9/2023,4,64,1/11/2023,1/23/2023,256,96
SO62659,859,26209,2/27/2023,1,117,3/1/2023,3/13/2023,117,85
SO62660,3702,33603,9/17/2023,4,482,9/19/2023,10/1/2023,1928,87
SO62661,2605,33614,4/18/2023,3,806,4/20/2023,5/2/2023,2418,50
SO62662,5380,18875,5/16/2023,2,320,5/18/2023,5/30/2023,640,74
SO62663,2549,10800,5/31/2023,2,513,6/2/2023,6/14/2023,1026,25
SO62664,4943,14152,3/4/2023,3,171,3/6/2023,3/18/2023,513,86
SO62665,1132,11667,1/6/2023,1,124,1/8/2023,1/20/2023,124,95
SO62666,4419,33600,12/21/2023,5,648,12/23/2023,1/4/2024,3240,38
SO62667,2418,25238,5/13/2023,4,174,5/15/2023,5/27/2023,696,40
SO62668,3792,17777,3/27/2023,4,489,3/29/2023,4/10/2023,1956,78
SO62669,5459,22515,10/30/2023,2,965,11/1/2023,11/13/2023,1930,35
SO62670,1447,34837,11/19/2023,2,406,11/21/2023,12/3/2023,812,27
SO62671,3297,21842,9/21/2023,3,405,9/23/2023,10/5/2023,1215,3
SO62672,4105,16796,2/27/2023,4,647,3/1/2023,3/13/2023,2588,95
SO62673,2932,30171,9/14/2023,2,37,9/16/2023,9/28/2023,74,42
SO62674,4656,18240,2/22/2023,2,868,2/24/2023,3/8/2023,1736,7
SO62675,2412,16511,4/13/2023,3,542,4/15/2023,4/27/2023,1626,31
SO62676,2404,26479,5/7/2023,2,21,5/9/2023,5/21/2023,42,57
SO62677,5234,22000,10/15/2023,5,647,10/17/2023,10/29/2023,3235,12
SO62678,1970,31385,2/2/2023,3,120,2/4/2023,2/16/2023,360,71
SO62679,4324,22859,9/29/2023,2,276,10/1/2023,10/13/2023,552,21
SO62680,2473,34392,9/19/2023,2,300,9/21/2023,10/3/2023,600,10
SO62681,3717,24713,8/4/2023,4,634,8/6/2023,8/18/2023,2536,59
SO62682,1971,31696,2/26/2023,5,502,2/28/2023,3/12/2023,2510,43
SO62683,2405,24449,3/1/2023,5,78,3/3/2023,3/15/2023,390,83
SO62684,543,19624,12/15/2023,2,715,12/17/2023,12/29/2023,1430,53
SO62685,1755,14445,2/16/2023,5,875,2/18/2023,3/2/2023,4375,37
SO62686,1772,33184,10/7/2023,3,66,10/9/2023,10/21/2023,198,16
SO62687,5399,26964,2/13/2023,5,905,2/15/2023,2/27/2023,4525,13
SO62688,1408,28799,3/28/2023,5,826,3/30/2023,4/11/2023,4130,47
SO62689,4736,16995,1/20/2023,3,548,1/22/2023,2/3/2023,1644,2
SO62690,4149,13412,1/29/2023,1,785,1/31/2023,2/12/2023,785,52
SO62691,3236,33607,6/25/2023,5,593,6/27/2023,7/9/2023,2965,24
SO62692,2780,21637,10/23/2023,5,301,10/25/2023,11/6/2023,1505,38
SO62693,4545,11871,6/30/2023,5,507,7/2/2023,7/14/2023,2535,17
SO62694,4216,29798,7/7/2023,3,717,7/9/2023,7/21/2023,2151,20
SO62695,3201,12734,9/17/2023,1,237,9/19/2023,10/1/2023,237,68
SO62696,2890,23687,3/4/2023,1,206,3/6/2023,3/18/2023,206,56
SO62697,3944,23155,6/1/2023,5,977,6/3/2023,6/15/2023,4885,19
SO62698,3912,33476,5/22/2023,1,90,5/24/2023,6/5/2023,90,80
SO62699,3088,16401,5/23/2023,4,668,5/25/2023,6/6/2023,2672,88
SO62700,1774,29661,2/8/2023,3,24,2/10/2023,2/22/2023,72,39
SO62701,2890,27517,2/27/2023,4,270,3/1/2023,3/13/2023,1080,61
SO62702,4410,21396,10/23/2023,4,820,10/25/2023,11/6/2023,3280,68
SO62703,690,27506,8/3/2023,5,977,8/5/2023,8/17/2023,4885,68
SO62704,2599,28579,5/20/2023,5,386,5/22/2023,6/3/2023,1930,38
SO62705,3726,16716,9/11/2023,3,603,9/13/2023,9/25/2023,1809,23
SO62706,5048,11438,2/27/2023,5,634,3/1/2023,3/13/2023,3170,26
SO62707,709,31106,1/5/2023,2,47,1/7/2023,1/19/2023,94,20
SO62708,1256,14478,2/25/2023,2,939,2/27/2023,3/11/2023,1878,85
SO62709,3369,18231,3/24/2023,5,226,3/26/2023,4/7/2023,1130,6
SO62710,3422,28455,5/19/2023,2,545,5/21/2023,6/2/2023,1090,58
SO62711,5126,29299,1/29/2023,1,292,1/31/2023,2/12/2023,292,97
SO62712,2725,17292,12/2/2023,1,38,12/4/2023,12/16/2023,38,86
SO62713,3694,17990,7/4/2023,1,298,7/6/2023,7/18/2023,298,56
SO62714,1817,23787,5/14/2023,4,485,5/16/2023,5/28/2023,1940,100
SO62715,2811,31777,2/4/2023,5,783,2/6/2023,2/18/2023,3915,71
SO62716,5303,18241,6/3/2023,1,877,6/5/2023,6/17/2023,877,97
SO62717,3738,14473,8/27/2023,3,670,8/29/2023,9/10/2023,2010,45
SO62718,1038,15670,2/26/2023,5,126,2/28/2023,3/12/2023,630,39
SO62719,4596,29288,12/9/2023,1,716,12/11/2023,12/23/2023,716,94
SO62720,1436,14216,1/13/2023,4,809,1/15/2023,1/27/2023,3236,47
SO62721,1045,12541,6/27/2023,4,62,6/29/2023,7/11/2023,248,76
SO62722,2966,14664,11/17/2023,2,376,11/19/2023,12/1/2023,752,56
SO62723,1222,29429,8/27/2023,5,363,8/29/2023,9/10/2023,1815,49
SO62724,2576,28241,6/4/2023,2,606,6/6/2023,6/18/2023,1212,13
SO62725,4793,13437,6/6/2023,3,619,6/8/2023,6/20/2023,1857,63
SO62726,1711,26680,10/9/2023,4,946,10/11/2023,10/23/2023,3784,51
SO62727,3125,21926,5/20/2023,3,285,5/22/2023,6/3/2023,855,8
SO62728,2681,28279,4/9/2023,1,971,4/11/2023,4/23/2023,971,58
SO62729,2426,15401,11/10/2023,2,475,11/12/2023,11/24/2023,950,8
SO62730,3651,10624,1/9/2023,4,784,1/11/2023,1/23/2023,3136,30
SO62731,581,14006,10/2/2023,3,179,10/4/2023,10/16/2023,537,44
SO62732,611,27016,9/7/2023,3,426,9/9/2023,9/21/2023,1278,72
SO62733,555,10398,7/3/2023,3,506,7/5/2023,7/17/2023,1518,94
SO62734,655,19422,11/5/2023,1,568,11/7/2023,11/19/2023,568,51
SO62735,3913,20417,1/9/2023,1,910,1/11/2023,1/23/2023,910,93
SO62736,3487,33798,10/26/2023,3,543,10/28/2023,11/9/2023,1629,10
SO62737,4717,15327,12/10/2023,5,218,12/12/2023,12/24/2023,1090,21
SO62738,5483,15750,7/18/2023,5,609,7/20/2023,8/1/2023,3045,61
SO62739,3651,19456,1/29/2023,1,758,1/31/2023,2/12/2023,758,71
SO62740,4237,23721,8/29/2023,5,347,8/31/2023,9/12/2023,1735,71
SO62741,2281,33831,2/20/2023,1,615,2/22/2023,3/6/2023,615,41
SO62742,5294,10408,7/23/2023,4,689,7/25/2023,8/6/2023,2756,24
SO62743,5063,19078,1/11/2023,1,504,1/13/2023,1/25/2023,504,30
SO62744,5179,32284,8/14/2023,2,743,8/16/2023,8/28/2023,1486,90
SO62745,964,10356,10/26/2023,3,331,10/28/2023,11/9/2023,993,13
SO62746,1119,13220,9/16/2023,1,770,9/18/2023,9/30/2023,770,31
SO62747,3452,12322,5/16/2023,3,968,5/18/2023,5/30/2023,2904,18
SO62748,3406,26356,9/15/2023,4,223,9/17/2023,9/29/2023,892,66
SO62749,4656,27866,7/26/2023,4,627,7/28/2023,8/9/2023,2508,8
SO62750,2904,10128,6/14/2023,4,118,6/16/2023,6/28/2023,472,64
SO62751,3425,24936,6/25/2023,4,101,6/27/2023,7/9/2023,404,87
SO62752,2765,23978,7/19/2023,5,389,7/21/2023,8/2/2023,1945,43
SO62753,3898,25514,4/19/2023,3,516,4/21/2023,5/3/2023,1548,67
SO62754,2831,32497,9/2/2023,3,392,9/4/2023,9/16/2023,1176,20
SO62755,2917,25932,4/15/2023,3,968,4/17/2023,4/29/2023,2904,61
SO62756,2509,34514,9/24/2023,4,710,9/26/2023,10/8/2023,2840,14
SO62757,3155,22755,4/24/2023,5,713,4/26/2023,5/8/2023,3565,40
SO62758,2762,29588,10/28/2023,4,523,10/30/2023,11/11/2023,2092,34
SO62759,3310,29930,5/2/2023,3,925,5/4/2023,5/16/2023,2775,52
SO62760,663,18528,3/21/2023,4,452,3/23/2023,4/4/2023,1808,72
SO62761,1884,23071,7/10/2023,2,343,7/12/2023,7/24/2023,686,83
SO62762,851,16453,7/4/2023,4,947,7/6/2023,7/18/2023,3788,88
SO62763,3934,18143,8/4/2023,1,327,8/6/2023,8/18/2023,327,24
SO62764,3607,30051,10/25/2023,3,572,10/27/2023,11/8/2023,1716,19
SO62765,2288,17849,1/31/2023,1,276,2/2/2023,2/14/2023,276,70
SO62766,4127,12171,4/25/2023,3,818,4/27/2023,5/9/2023,2454,96
SO62767,2095,30054,4/13/2023,5,360,4/15/2023,4/27/2023,1800,39
SO62768,5210,31741,4/11/2023,1,237,4/13/2023,4/25/2023,237,17
SO62769,3066,26181,1/22/2023,3,896,1/24/2023,2/5/2023,2688,52
SO62770,1229,22490,9/22/2023,4,857,9/24/2023,10/6/2023,3428,26
SO62771,577,30043,4/4/2023,2,334,4/6/2023,4/18/2023,668,46
SO62772,912,21433,1/17/2023,4,351,1/19/2023,1/31/2023,1404,45
SO62773,3556,22010,7/9/2023,3,567,7/11/2023,7/23/2023,1701,10
SO62774,3508,16940,10/15/2023,3,194,10/17/2023,10/29/2023,582,100
SO62775,2324,18253,2/9/2023,2,56,2/11/2023,2/23/2023,112,93
SO62776,2237,24424,4/6/2023,2,240,4/8/2023,4/20/2023,480,69
SO62777,2082,10805,5/20/2023,4,91,5/22/2023,6/3/2023,364,53
SO62778,3284,20828,11/4/2023,5,617,11/6/2023,11/18/2023,3085,77
SO62779,4097,19017,8/9/2023,4,800,8/11/2023,8/23/2023,3200,36
SO62780,2022,30459,3/23/2023,3,551,3/25/2023,4/6/2023,1653,21
SO62781,534,10524,1/6/2023,2,863,1/8/2023,1/20/2023,1726,24
SO62782,4295,16569,12/2/2023,3,566,12/4/2023,12/16/2023,1698,66
SO62783,777,20977,12/9/2023,5,159,12/11/2023,12/23/2023,795,83
SO62784,839,31343,12/17/2023,4,685,12/19/2023,12/31/2023,2740,10
SO62785,882,20679,12/17/2023,1,161,12/19/2023,12/31/2023,161,62
SO62786,3636,17165,4/4/2023,4,673,4/6/2023,4/18/2023,2692,7
SO62787,5154,17632,8/21/2023,5,924,8/23/2023,9/4/2023,4620,100
SO62788,3148,23613,4/28/2023,3,844,4/30/2023,5/12/2023,2532,93
SO62789,3877,15977,7/5/2023,3,330,7/7/2023,7/19/2023,990,64
SO62790,4961,34100,6/25/2023,3,548,6/27/2023,7/9/2023,1644,79
SO62791,4512,12240,7/13/2023,1,234,7/15/2023,7/27/2023,234,51
SO62792,1592,33055,10/30/2023,3,323,11/1/2023,11/13/2023,969,30
SO62793,1036,14777,2/11/2023,3,127,2/13/2023,2/25/2023,381,70
SO62794,2083,22705,12/23/2023,2,227,12/25/2023,1/6/2024,454,87
SO62795,4525,26299,6/2/2023,1,375,6/4/2023,6/16/2023,375,78
SO62796,4079,19036,2/19/2023,2,662,2/21/2023,3/5/2023,1324,30
SO62797,1299,24982,9/24/2023,2,757,9/26/2023,10/8/2023,1514,28
SO62798,1894,19383,6/15/2023,1,825,6/17/2023,6/29/2023,825,19
SO62799,3230,16271,12/5/2023,3,696,12/7/2023,12/19/2023,2088,85
SO62800,752,30421,1/26/2023,3,834,1/28/2023,2/9/2023,2502,86
SO62801,3782,23979,6/15/2023,2,218,6/17/2023,6/29/2023,436,98
SO62802,2319,18715,3/11/2023,2,359,3/13/2023,3/25/2023,718,30
SO62803,4805,24941,3/30/2023,2,639,4/1/2023,4/13/2023,1278,16
SO62804,3346,28966,4/21/2023,4,194,4/23/2023,5/5/2023,776,85
SO62805,5389,25416,6/6/2023,3,359,6/8/2023,6/20/2023,1077,3
SO62806,4666,33736,5/19/2023,2,71,5/21/2023,6/2/2023,142,82
SO62807,2574,21235,5/24/2023,5,109,5/26/2023,6/7/2023,545,9
SO62808,4279,18477,12/16/2023,3,422,12/18/2023,12/30/2023,1266,31
SO62809,4634,19576,9/30/2023,4,728,10/2/2023,10/14/2023,2912,71
SO62810,902,17488,8/24/2023,5,137,8/26/2023,9/7/2023,685,11
SO62811,2024,21756,5/20/2023,2,832,5/22/2023,6/3/2023,1664,71
SO62812,1655,22343,12/12/2023,4,388,12/14/2023,12/26/2023,1552,54
SO62813,1918,30762,10/29/2023,1,905,10/31/2023,11/12/2023,905,17
SO62814,3653,10279,10/26/2023,5,95,10/28/2023,11/9/2023,475,68
SO62815,5121,23055,2/15/2023,3,831,2/17/2023,3/1/2023,2493,61
SO62816,1689,26485,2/25/2023,1,953,2/27/2023,3/11/2023,953,9
SO62817,3161,21520,9/30/2023,4,41,10/2/2023,10/14/2023,164,17
SO62818,5490,30287,4/5/2023,3,362,4/7/2023,4/19/2023,1086,10
SO62819,1865,32838,2/11/2023,2,774,2/13/2023,2/25/2023,1548,36
SO62820,1828,26993,3/13/2023,2,817,3/15/2023,3/27/2023,1634,78
SO62821,3981,28816,5/16/2023,4,303,5/18/2023,5/30/2023,1212,28
SO62822,3751,18110,1/28/2023,2,30,1/30/2023,2/11/2023,60,90
SO62823,4507,16354,8/8/2023,4,937,8/10/2023,8/22/2023,3748,81
SO62824,4451,31656,12/6/2023,1,295,12/8/2023,12/20/2023,295,30
SO62825,5335,10252,1/15/2023,2,821,1/17/2023,1/29/2023,1642,50
SO62826,2307,31229,8/16/2023,5,820,8/18/2023,8/30/2023,4100,12
SO62827,1819,20412,2/11/2023,5,530,2/13/2023,2/25/2023,2650,8
SO62828,638,21984,8/5/2023,4,798,8/7/2023,8/19/2023,3192,53
SO62829,668,15509,12/17/2023,1,426,12/19/2023,12/31/2023,426,97
SO62830,4175,16305,6/11/2023,3,66,6/13/2023,6/25/2023,198,4
SO62831,3930,26284,8/21/2023,3,217,8/23/2023,9/4/2023,651,9
SO62832,4939,32266,5/24/2023,3,71,5/26/2023,6/7/2023,213,60
SO62833,2345,34000,10/18/2023,5,937,10/20/2023,11/1/2023,4685,36
SO62834,2687,10375,7/5/2023,1,485,7/7/2023,7/19/2023,485,90
SO62835,2246,16109,10/17/2023,1,892,10/19/2023,10/31/2023,892,36
SO62836,4841,32358,5/21/2023,3,466,5/23/2023,6/4/2023,1398,76
SO62837,1759,20191,10/31/2023,3,389,11/2/2023,11/14/2023,1167,47
SO62838,4174,27470,5/6/2023,5,187,5/8/2023,5/20/2023,935,47
SO62839,4155,15300,4/1/2023,5,69,4/3/2023,4/15/2023,345,11
SO62840,2827,14571,11/15/2023,2,149,11/17/2023,11/29/2023,298,72
SO62841,1366,25696,12/12/2023,1,551,12/14/2023,12/26/2023,551,91
SO62842,1311,32452,9/11/2023,1,833,9/13/2023,9/25/2023,833,10
SO62843,4007,12534,10/13/2023,3,301,10/15/2023,10/27/2023,903,33
SO62844,2064,34590,2/2/2023,5,544,2/4/2023,2/16/2023,2720,79
SO62845,3725,31605,10/10/2023,1,304,10/12/2023,10/24/2023,304,96
SO62846,1326,11167,7/30/2023,2,790,8/1/2023,8/13/2023,1580,80
SO62847,1321,28214,5/25/2023,3,443,5/27/2023,6/8/2023,1329,85
SO62848,3652,23079,3/11/2023,5,490,3/13/2023,3/25/2023,2450,2
SO62849,2244,22833,12/19/2023,4,593,12/21/2023,1/2/2024,2372,83
SO62850,4388,17989,6/27/2023,2,522,6/29/2023,7/11/2023,1044,33
SO62851,3917,20324,9/5/2023,1,231,9/7/2023,9/19/2023,231,97
SO62852,3719,13633,2/23/2023,2,404,2/25/2023,3/9/2023,808,89
SO62853,607,27348,9/4/2023,4,791,9/6/2023,9/18/2023,3164,62
SO62854,4513,16175,9/27/2023,4,954,9/29/2023,10/11/2023,3816,19
SO62855,865,30942,6/29/2023,1,274,7/1/2023,7/13/2023,274,55
SO62856,3530,13861,7/22/2023,5,502,7/24/2023,8/5/2023,2510,5
SO62857,3848,29259,6/15/2023,5,489,6/17/2023,6/29/2023,2445,96
SO62858,838,15375,11/5/2023,1,620,11/7/2023,11/19/2023,620,99
SO62859,3818,31781,1/15/2023,2,544,1/17/2023,1/29/2023,1088,68
SO62860,508,24670,6/14/2023,2,97,6/16/2023,6/28/2023,194,47
SO62861,3559,13125,11/29/2023,3,181,12/1/2023,12/13/2023,543,82
SO62862,2645,32225,12/21/2023,4,72,12/23/2023,1/4/2024,288,56
SO62863,561,33226,1/11/2023,2,583,1/13/2023,1/25/2023,1166,49
SO62864,2389,33634,10/28/2023,3,756,10/30/2023,11/11/2023,2268,80
SO62865,4251,34576,1/30/2023,3,806,2/1/2023,2/13/2023,2418,72
SO62866,1833,25530,10/21/2023,1,399,10/23/2023,11/4/2023,399,7
SO62867,1530,25478,10/7/2023,1,479,10/9/2023,10/21/2023,479,1
SO62868,1465,25278,6/1/2023,2,532,6/3/2023,6/15/2023,1064,58
SO62869,5399,16577,3/30/2023,4,668,4/1/2023,4/13/2023,2672,50
SO62870,2033,27309,10/22/2023,4,137,10/24/2023,11/5/2023,548,72
SO62871,5093,29972,1/2/2023,4,201,1/4/2023,1/16/2023,804,98
SO62872,2823,19435,9/19/2023,5,640,9/21/2023,10/3/2023,3200,86
SO62873,1573,21782,9/12/2023,2,328,9/14/2023,9/26/2023,656,11
SO62874,4656,27763,10/31/2023,5,827,11/2/2023,11/14/2023,4135,80
SO62875,3894,32733,9/5/2023,5,423,9/7/2023,9/19/2023,2115,83
SO62876,4083,28104,9/19/2023,4,285,9/21/2023,10/3/2023,1140,55
SO62877,5204,23518,12/19/2023,4,268,12/21/2023,1/2/2024,1072,36
SO62878,4841,24054,10/21/2023,1,482,10/23/2023,11/4/2023,482,74
SO62879,5295,21926,7/20/2023,3,376,7/22/2023,8/3/2023,1128,60
SO62880,2494,28471,12/22/2023,4,239,12/24/2023,1/5/2024,956,91
SO62881,2513,19130,7/4/2023,2,709,7/6/2023,7/18/2023,1418,47
SO62882,1674,27032,3/27/2023,5,64,3/29/2023,4/10/2023,320,44
SO62883,4636,32358,3/14/2023,2,263,3/16/2023,3/28/2023,526,64
SO62884,2714,14666,10/31/2023,2,357,11/2/2023,11/14/2023,714,40
SO62885,1658,18678,10/4/2023,4,514,10/6/2023,10/18/2023,2056,36
SO62886,3643,26393,2/6/2023,1,601,2/8/2023,2/20/2023,601,96
SO62887,4080,16065,2/12/2023,3,684,2/14/2023,2/26/2023,2052,86
SO62888,1255,31608,8/1/2023,3,482,8/3/2023,8/15/2023,1446,77
SO62889,1637,28747,3/27/2023,4,825,3/29/2023,4/10/2023,3300,31
SO62890,4770,29546,11/18/2023,2,784,11/20/2023,12/2/2023,1568,96
SO62891,4458,11927,4/14/2023,4,365,4/16/2023,4/28/2023,1460,56
SO62892,892,18361,3/2/2023,5,927,3/4/2023,3/16/2023,4635,23
SO62893,3864,21813,5/10/2023,3,206,5/12/2023,5/24/2023,618,88
SO62894,1417,30617,11/22/2023,4,505,11/24/2023,12/6/2023,2020,6
SO62895,5367,22104,12/21/2023,3,686,12/23/2023,1/4/2024,2058,13
SO62896,1629,29712,4/12/2023,2,34,4/14/2023,4/26/2023,68,42
SO62897,1139,15605,12/18/2023,2,255,12/20/2023,1/1/2024,510,99
SO62898,564,31337,9/17/2023,2,908,9/19/2023,10/1/2023,1816,22
SO62899,1485,18602,8/21/2023,2,448,8/23/2023,9/4/2023,896,4
SO62900,4777,27126,1/26/2023,2,937,1/28/2023,2/9/2023,1874,63
SO62901,4569,24854,2/6/2023,5,387,2/8/2023,2/20/2023,1935,14
SO62902,3206,14015,10/9/2023,5,933,10/11/2023,10/23/2023,4665,49
SO62903,1697,29474,9/12/2023,1,741,9/14/2023,9/26/2023,741,66
SO62904,5469,34476,12/17/2023,2,953,12/19/2023,12/31/2023,1906,17
SO62905,562,29110,11/23/2023,3,189,11/25/2023,12/7/2023,567,11
SO62906,3966,31336,1/7/2023,1,790,1/9/2023,1/21/2023,790,61
SO62907,686,26324,8/18/2023,4,72,8/20/2023,9/1/2023,288,44
SO62908,939,18006,12/27/2023,1,628,12/29/2023,1/10/2024,628,33
SO62909,5035,24356,4/12/2023,4,936,4/14/2023,4/26/2023,3744,52
SO62910,3122,33505,12/30/2023,1,269,1/1/2024,1/13/2024,269,84
SO62911,3832,16393,12/19/2023,5,199,12/21/2023,1/2/2024,995,80
SO62912,2735,29056,3/5/2023,5,218,3/7/2023,3/19/2023,1090,68
SO62913,1621,13504,6/12/2023,5,124,6/14/2023,6/26/2023,620,50
SO62914,1955,12778,8/1/2023,1,63,8/3/2023,8/15/2023,63,4
SO62915,2625,34983,1/2/2023,1,273,1/4/2023,1/16/2023,273,75
SO62916,5110,13209,4/15/2023,3,285,4/17/2023,4/29/2023,855,60
SO62917,4147,30372,5/20/2023,1,618,5/22/2023,6/3/2023,618,56
SO62918,4989,22572,9/8/2023,4,56,9/10/2023,9/22/2023,224,52
SO62919,3932,20755,2/26/2023,4,189,2/28/2023,3/12/2023,756,4
SO62920,2519,26534,4/18/2023,4,631,4/20/2023,5/2/2023,2524,2
SO62921,4508,24853,2/27/2023,5,712,3/1/2023,3/13/2023,3560,71
SO62922,2046,30524,2/9/2023,1,638,2/11/2023,2/23/2023,638,67
SO62923,3663,16416,12/3/2023,4,724,12/5/2023,12/17/2023,2896,6
SO62924,5071,20738,8/29/2023,4,563,8/31/2023,9/12/2023,2252,32
SO62925,2821,16090,3/25/2023,5,942,3/27/2023,4/8/2023,4710,47
SO62926,4780,12762,9/14/2023,5,160,9/16/2023,9/28/2023,800,81
SO62927,3513,25409,9/3/2023,3,999,9/5/2023,9/17/2023,2997,6
SO62928,3702,12925,1/10/2023,1,493,1/12/2023,1/24/2023,493,48
SO62929,4774,32644,3/18/2023,4,888,3/20/2023,4/1/2023,3552,19
SO62930,992,20332,9/15/2023,4,864,9/17/2023,9/29/2023,3456,15
SO62931,3428,10225,9/7/2023,3,108,9/9/2023,9/21/2023,324,89
SO62932,2200,10272,1/8/2023,3,967,1/10/2023,1/22/2023,2901,10
SO62933,3907,13474,7/3/2023,3,215,7/5/2023,7/17/2023,645,34
SO62934,3792,10495,10/12/2023,3,963,10/14/2023,10/26/2023,2889,43
SO62935,5391,24427,6/29/2023,2,299,7/1/2023,7/13/2023,598,95
SO62936,4234,17416,8/2/2023,2,947,8/4/2023,8/16/2023,1894,95
SO62937,4734,26049,8/19/2023,2,761,8/21/2023,9/2/2023,1522,93
SO62938,3771,21047,9/8/2023,3,109,9/10/2023,9/22/2023,327,11
SO62939,3981,17528,4/13/2023,3,715,4/15/2023,4/27/2023,2145,49
SO62940,5491,34641,1/27/2023,5,739,1/29/2023,2/10/2023,3695,25
SO62941,1126,26857,11/26/2023,5,768,11/28/2023,12/10/2023,3840,17
SO62942,2097,13716,7/7/2023,5,942,7/9/2023,7/21/2023,4710,20
SO62943,3319,22006,7/3/2023,3,362,7/5/2023,7/17/2023,1086,20
SO62944,3385,31333,6/10/2023,1,812,6/12/2023,6/24/2023,812,58
SO62945,3584,15560,2/12/2023,3,37,2/14/2023,2/26/2023,111,12
SO62946,5486,33433,7/20/2023,4,454,7/22/2023,8/3/2023,1816,68
SO62947,3511,15386,4/17/2023,2,768,4/19/2023,5/1/2023,1536,20
SO62948,899,32233,2/12/2023,5,673,2/14/2023,2/26/2023,3365,57
SO62949,3220,30631,6/20/2023,1,778,6/22/2023,7/4/2023,778,25
SO62950,620,29605,10/11/2023,2,167,10/13/2023,10/25/2023,334,98
SO62951,3879,29630,6/1/2023,1,336,6/3/2023,6/15/2023,336,8
SO62952,3080,22687,9/30/2023,1,132,10/2/2023,10/14/2023,132,27
SO62953,4321,13223,6/3/2023,5,161,6/5/2023,6/17/2023,805,83
SO62954,3099,32726,2/3/2023,1,616,2/5/2023,2/17/2023,616,9
SO62955,2288,20363,4/17/2023,1,185,4/19/2023,5/1/2023,185,87
SO62956,609,16708,12/16/2023,5,831,12/18/2023,12/30/2023,4155,16
SO62957,2123,14998,5/26/2023,3,478,5/28/2023,6/9/2023,1434,25
SO62958,1662,31755,3/7/2023,2,523,3/9/2023,3/21/2023,1046,87
SO62959,4088,33743,1/29/2023,2,575,1/31/2023,2/12/2023,1150,78
SO62960,3631,32360,12/5/2023,5,946,12/7/2023,12/19/2023,4730,52
SO62961,4132,27683,1/24/2023,4,363,1/26/2023,2/7/2023,1452,62
SO62962,5121,31012,11/8/2023,1,774,11/10/2023,11/22/2023,774,64
SO62963,2634,26361,12/27/2023,1,725,12/29/2023,1/10/2024,725,40
SO62964,1195,29296,1/23/2023,5,978,1/25/2023,2/6/2023,4890,40
SO62965,1276,13056,9/6/2023,5,192,9/8/2023,9/20/2023,960,6
SO62966,1686,15733,11/16/2023,3,108,11/18/2023,11/30/2023,324,26
SO62967,1416,15478,8/17/2023,3,65,8/19/2023,8/31/2023,195,12
SO62968,2035,14383,11/9/2023,3,256,11/11/2023,11/23/2023,768,45
SO62969,1338,25292,12/21/2023,5,751,12/23/2023,1/4/2024,3755,2
SO62970,3047,15397,8/23/2023,5,533,8/25/2023,9/6/2023,2665,47
SO62971,2638,19810,7/14/2023,1,615,7/16/2023,7/28/2023,615,88
SO62972,2094,33940,2/13/2023,4,389,2/15/2023,2/27/2023,1556,30
SO62973,1182,25737,3/22/2023,2,706,3/24/2023,4/5/2023,1412,81
SO62974,2301,25673,7/21/2023,5,857,7/23/2023,8/4/2023,4285,87
SO62975,1492,34123,12/23/2023,4,639,12/25/2023,1/6/2024,2556,10
SO62976,1108,11675,1/4/2023,3,347,1/6/2023,1/18/2023,1041,53
SO62977,1356,30800,3/29/2023,4,815,3/31/2023,4/12/2023,3260,50
SO62978,1175,11697,12/23/2023,2,507,12/25/2023,1/6/2024,1014,2
SO62979,678,31530,4/28/2023,3,810,4/30/2023,5/12/2023,2430,63
SO62980,2204,13235,4/12/2023,1,975,4/14/2023,4/26/2023,975,60
SO62981,4297,34544,5/20/2023,2,488,5/22/2023,6/3/2023,976,32
SO62982,2307,20886,11/19/2023,1,783,11/21/2023,12/3/2023,783,40
SO62983,1269,25760,4/7/2023,5,573,4/9/2023,4/21/2023,2865,63
SO62984,5188,11542,5/7/2023,4,918,5/9/2023,5/21/2023,3672,11
SO62985,569,11616,10/5/2023,4,705,10/7/2023,10/19/2023,2820,69
SO62986,1269,29512,2/14/2023,1,366,2/16/2023,2/28/2023,366,68
SO62987,1621,16844,1/18/2023,1,133,1/20/2023,2/1/2023,133,79
SO62988,2530,30057,12/19/2023,5,931,12/21/2023,1/2/2024,4655,55
SO62989,806,25847,9/26/2023,1,810,9/28/2023,10/10/2023,810,58
SO62990,4055,15131,2/10/2023,2,456,2/12/2023,2/24/2023,912,78
SO62991,1227,26312,6/19/2023,1,617,6/21/2023,7/3/2023,617,38
SO62992,4061,34324,7/31/2023,3,677,8/2/2023,8/14/2023,2031,66
SO62993,1965,28548,12/22/2023,1,953,12/24/2023,1/5/2024,953,88
SO62994,1577,23851,8/7/2023,4,671,8/9/2023,8/21/2023,2684,29
SO62995,510,26447,3/21/2023,2,36,3/23/2023,4/4/2023,72,93
SO62996,1300,26321,3/9/2023,2,642,3/11/2023,3/23/2023,1284,88
SO62997,2143,11521,1/21/2023,2,988,1/23/2023,2/4/2023,1976,1
SO62998,2719,31828,7/13/2023,1,682,7/15/2023,7/27/2023,682,98
SO62999,4323,11951,7/6/2023,2,795,7/8/2023,7/20/2023,1590,86
SO63000,693,12105,1/1/2023,3,438,1/3/2023,1/15/2023,1314,7
