return_id,order_number,return_date,return_reason,return_amount
97124,SO74176,10/12/2023,Defective,292
97125,SO56794,11/27/2023,Size Mismatch,329
97126,SO76887,4/3/2023,Size Mismatch,133
97127,SO57604,9/16/2023,Wrong Item,111
97128,SO62326,3/16/2023,Defective,427
97129,SO74532,11/23/2023,Wrong Item,144
97130,SO74498,1/29/2023,Wrong Item,130
97131,SO53896,6/25/2023,Wrong Item,204
97132,SO72796,12/23/2023,Unsatisfied,443
97133,SO67083,7/19/2023,Wrong Item,262
97134,SO78897,5/3/2023,Size Mismatch,134
97135,SO52830,4/19/2023,Wrong Item,257
97136,SO76364,4/4/2023,Unsatisfied,316
97137,SO51320,1/8/2023,Wrong Item,478
97138,SO69507,11/4/2023,Wrong Item,30
97139,SO66701,3/17/2023,Unsatisfied,230
97140,SO64920,6/11/2023,Size Mismatch,354
97141,SO75252,8/12/2023,Unsatisfied,476
97142,SO65335,4/21/2023,Unsatisfied,433
97143,SO70694,1/12/2023,Defective,169
97144,SO60560,4/6/2023,Unsatisfied,176
97145,SO79635,10/23/2023,Size Mismatch,278
97146,SO64072,12/30/2023,Defective,28
97147,SO75831,4/30/2023,Size Mismatch,441
97148,SO67415,12/14/2023,Unsatisfied,387
97149,SO79965,8/24/2023,Wrong Item,493
97150,SO61786,4/12/2023,Unsatisfied,455
97151,SO76483,4/16/2023,Wrong Item,295
97152,SO79674,11/9/2023,Size Mismatch,351
97153,SO59731,2/13/2023,Wrong Item,21
97154,SO57531,1/19/2023,Wrong Item,159
97155,SO65625,12/1/2023,Defective,79
97156,SO50405,2/9/2023,Defective,403
97157,SO63589,7/3/2023,Size Mismatch,155
97158,SO53521,12/14/2023,Wrong Item,353
97159,SO62414,4/18/2023,Unsatisfied,425
97160,SO68137,9/17/2023,Wrong Item,166
97161,SO70551,6/10/2023,Unsatisfied,190
97162,SO51462,12/23/2023,Unsatisfied,97
97163,SO67650,7/21/2023,Size Mismatch,291
97164,SO64918,4/10/2023,Defective,445
97165,SO65736,8/11/2023,Unsatisfied,195
97166,SO75047,3/31/2023,Defective,132
97167,SO76767,11/16/2023,Unsatisfied,371
97168,SO68072,2/10/2023,Size Mismatch,356
97169,SO69234,11/16/2023,Defective,86
97170,SO62299,2/7/2023,Wrong Item,277
97171,SO59756,7/17/2023,Size Mismatch,361
97172,SO50683,6/20/2023,Size Mismatch,295
97173,SO54864,8/3/2023,Defective,160
97174,SO69837,9/8/2023,Unsatisfied,190
97175,SO54442,6/18/2023,Defective,113
97176,SO70306,5/8/2023,Defective,313
97177,SO56361,5/8/2023,Defective,26
97178,SO62032,6/29/2023,Wrong Item,155
97179,SO77462,10/24/2023,Size Mismatch,204
97180,SO75535,9/14/2023,Wrong Item,461
97181,SO57103,5/1/2023,Unsatisfied,396
97182,SO50132,1/3/2023,Defective,401
97183,SO50322,8/21/2023,Defective,51
97184,SO65203,6/9/2023,Defective,436
97185,SO56073,7/25/2023,Defective,367
97186,SO55371,10/30/2023,Defective,319
97187,SO58789,7/14/2023,Size Mismatch,170
97188,SO51869,11/5/2023,Unsatisfied,282
97189,SO67308,12/4/2023,Wrong Item,306
97190,SO54766,2/12/2023,Unsatisfied,466
97191,SO71995,3/25/2023,Defective,387
97192,SO79348,6/17/2023,Size Mismatch,225
97193,SO61945,7/27/2023,Size Mismatch,482
97194,SO68004,4/14/2023,Defective,28
97195,SO68020,9/22/2023,Size Mismatch,194
97196,SO71867,3/20/2023,Defective,54
97197,SO67057,5/23/2023,Size Mismatch,310
97198,SO61440,2/1/2023,Defective,444
97199,SO52104,6/5/2023,Size Mismatch,399
97200,SO69968,10/19/2023,Unsatisfied,424
97201,SO63211,8/27/2023,Size Mismatch,33
97202,SO63047,2/9/2023,Unsatisfied,357
97203,SO62213,9/5/2023,Size Mismatch,308
97204,SO54935,2/19/2023,Defective,25
97205,SO73397,3/23/2023,Unsatisfied,265
97206,SO52446,9/12/2023,Wrong Item,35
97207,SO63014,6/3/2023,Defective,32
97208,SO59383,11/1/2023,Unsatisfied,43
97209,SO50909,10/23/2023,Wrong Item,184
97210,SO60517,12/20/2023,Wrong Item,415
97211,SO72179,5/23/2023,Size Mismatch,464
97212,SO78372,1/31/2023,Defective,327
97213,SO66173,5/28/2023,Defective,233
97214,SO54320,9/9/2023,Size Mismatch,437
97215,SO68282,5/18/2023,Defective,271
97216,SO70647,12/24/2023,Defective,26
97217,SO65757,8/16/2023,Unsatisfied,180
97218,SO73494,9/1/2023,Wrong Item,353
97219,SO66855,8/12/2023,Unsatisfied,495
97220,SO72442,3/13/2023,Wrong Item,356
97221,SO52601,8/1/2023,Wrong Item,410
97222,SO66283,11/16/2023,Unsatisfied,238
97223,SO69507,6/13/2023,Size Mismatch,392
97224,SO69998,3/27/2023,Defective,377
97225,SO51792,7/12/2023,Unsatisfied,489
97226,SO59320,5/21/2023,Size Mismatch,50
97227,SO77786,4/5/2023,Defective,290
97228,SO67318,2/4/2023,Defective,457
97229,SO53935,12/2/2023,Wrong Item,133
97230,SO60327,11/28/2023,Defective,29
97231,SO55265,8/13/2023,Defective,300
97232,SO52384,4/18/2023,Wrong Item,277
97233,SO52898,3/9/2023,Size Mismatch,365
97234,SO55279,7/21/2023,Defective,116
97235,SO65486,10/13/2023,Size Mismatch,97
97236,SO69117,2/17/2023,Size Mismatch,399
97237,SO50166,4/14/2023,Wrong Item,280
97238,SO78242,10/25/2023,Defective,206
97239,SO70904,12/12/2023,Wrong Item,409
97240,SO57744,9/16/2023,Defective,79
97241,SO73325,7/7/2023,Wrong Item,324
97242,SO70951,6/3/2023,Size Mismatch,477
97243,SO63585,10/7/2023,Size Mismatch,162
97244,SO50122,6/18/2023,Defective,282
97245,SO78497,3/6/2023,Wrong Item,359
97246,SO55516,8/29/2023,Size Mismatch,414
97247,SO52442,1/15/2023,Unsatisfied,200
97248,SO54275,5/18/2023,Unsatisfied,464
97249,SO69741,11/17/2023,Size Mismatch,403
97250,SO79663,3/28/2023,Size Mismatch,324
97251,SO68042,2/17/2023,Size Mismatch,150
97252,SO70826,4/2/2023,Unsatisfied,225
97253,SO78495,5/14/2023,Unsatisfied,239
97254,SO66469,11/12/2023,Defective,82
97255,SO77350,1/25/2023,Size Mismatch,73
97256,SO78349,9/16/2023,Wrong Item,383
97257,SO55136,12/18/2023,Unsatisfied,156
97258,SO69064,8/21/2023,Defective,101
97259,SO69351,11/2/2023,Wrong Item,169
97260,SO66969,4/29/2023,Defective,182
97261,SO79262,9/3/2023,Unsatisfied,144
97262,SO59310,9/13/2023,Wrong Item,362
97263,SO67813,12/2/2023,Wrong Item,467
97264,SO64158,6/27/2023,Size Mismatch,62
97265,SO75912,1/23/2023,Unsatisfied,175
97266,SO50636,10/28/2023,Wrong Item,386
97267,SO56037,4/5/2023,Defective,430
97268,SO77937,3/5/2023,Size Mismatch,96
97269,SO59954,4/30/2023,Wrong Item,441
97270,SO69709,2/3/2023,Size Mismatch,403
97271,SO79383,10/18/2023,Unsatisfied,497
97272,SO69240,7/10/2023,Defective,125
97273,SO71026,2/16/2023,Defective,464
97274,SO74446,11/11/2023,Unsatisfied,47
97275,SO51721,11/21/2023,Wrong Item,220
97276,SO78856,1/7/2023,Unsatisfied,498
97277,SO62981,10/10/2023,Wrong Item,310
97278,SO62381,9/17/2023,Size Mismatch,196
97279,SO76778,7/27/2023,Unsatisfied,90
97280,SO59607,5/26/2023,Size Mismatch,347
97281,SO51726,6/23/2023,Size Mismatch,134
97282,SO57284,5/5/2023,Unsatisfied,215
97283,SO68068,1/25/2023,Size Mismatch,367
97284,SO74781,12/19/2023,Defective,302
97285,SO52887,8/31/2023,Size Mismatch,337
97286,SO70809,12/23/2023,Wrong Item,25
97287,SO79248,2/19/2023,Wrong Item,348
97288,SO76555,12/15/2023,Wrong Item,171
97289,SO56317,2/13/2023,Wrong Item,132
97290,SO72070,11/8/2023,Unsatisfied,178
97291,SO55570,6/5/2023,Wrong Item,401
97292,SO50075,8/5/2023,Defective,166
97293,SO53974,5/3/2023,Wrong Item,85
97294,SO60761,11/24/2023,Size Mismatch,364
97295,SO54629,1/4/2023,Defective,24
97296,SO66391,10/15/2023,Size Mismatch,183
97297,SO67102,2/17/2023,Wrong Item,43
97298,SO65136,7/22/2023,Unsatisfied,116
97299,SO71944,12/24/2023,Size Mismatch,368
97300,SO70893,3/13/2023,Wrong Item,363
97301,SO71299,4/12/2023,Unsatisfied,466
97302,SO62975,9/22/2023,Unsatisfied,267
97303,SO78890,7/30/2023,Defective,495
97304,SO79657,7/16/2023,Wrong Item,212
97305,SO72591,2/14/2023,Defective,300
97306,SO62182,11/7/2023,Size Mismatch,470
97307,SO71417,12/8/2023,Wrong Item,314
97308,SO60932,9/30/2023,Defective,28
97309,SO53461,5/10/2023,Size Mismatch,387
97310,SO50614,4/30/2023,Defective,42
97311,SO68387,6/22/2023,Size Mismatch,298
97312,SO78851,1/2/2023,Size Mismatch,308
97313,SO55611,10/30/2023,Defective,445
97314,SO55893,3/1/2023,Wrong Item,33
97315,SO69650,10/28/2023,Unsatisfied,192
97316,SO61331,10/14/2023,Size Mismatch,108
97317,SO73420,10/2/2023,Unsatisfied,397
97318,SO67332,5/10/2023,Wrong Item,273
97319,SO79805,3/24/2023,Unsatisfied,379
97320,SO55386,7/6/2023,Defective,238
97321,SO74879,9/11/2023,Size Mismatch,420
97322,SO65659,4/11/2023,Defective,257
97323,SO61472,2/4/2023,Size Mismatch,294
97324,SO72255,1/13/2023,Unsatisfied,166
97325,SO77938,12/23/2023,Unsatisfied,76
97326,SO62744,4/19/2023,Unsatisfied,74
97327,SO66501,10/12/2023,Defective,88
97328,SO64380,12/24/2023,Wrong Item,195
97329,SO62888,12/16/2023,Size Mismatch,404
97330,SO50074,7/3/2023,Wrong Item,196
97331,SO62761,5/7/2023,Size Mismatch,94
97332,SO68024,3/2/2023,Unsatisfied,316
97333,SO58956,8/8/2023,Defective,132
97334,SO57726,9/21/2023,Defective,357
97335,SO70229,8/17/2023,Unsatisfied,346
97336,SO51516,10/19/2023,Defective,391
97337,SO75813,6/24/2023,Size Mismatch,436
97338,SO79242,8/27/2023,Wrong Item,396
97339,SO55478,3/15/2023,Wrong Item,138
97340,SO56093,11/20/2023,Defective,101
97341,SO76954,8/29/2023,Defective,283
97342,SO75735,11/5/2023,Size Mismatch,122
97343,SO60237,1/15/2023,Wrong Item,295
97344,SO61096,2/10/2023,Size Mismatch,357
97345,SO69603,9/24/2023,Wrong Item,266
97346,SO77912,3/19/2023,Wrong Item,269
97347,SO76180,7/19/2023,Defective,466
97348,SO56990,7/18/2023,Unsatisfied,340
97349,SO55153,11/25/2023,Size Mismatch,180
97350,SO63225,5/8/2023,Size Mismatch,185
97351,SO57289,5/22/2023,Size Mismatch,180
97352,SO70628,2/4/2023,Wrong Item,417
97353,SO62749,4/1/2023,Wrong Item,30
97354,SO73416,12/28/2023,Wrong Item,418
97355,SO74741,7/30/2023,Defective,59
97356,SO54917,6/25/2023,Defective,477
97357,SO76932,6/24/2023,Defective,346
97358,SO55911,8/14/2023,Defective,456
97359,SO74461,3/11/2023,Unsatisfied,279
97360,SO72463,12/16/2023,Wrong Item,434
97361,SO77037,10/26/2023,Wrong Item,496
97362,SO73341,2/14/2023,Defective,481
97363,SO53459,1/28/2023,Wrong Item,330
97364,SO77676,12/30/2023,Defective,291
97365,SO69381,8/26/2023,Unsatisfied,414
97366,SO58031,10/4/2023,Defective,113
97367,SO65266,4/12/2023,Unsatisfied,487
97368,SO59705,4/29/2023,Defective,230
97369,SO55716,7/11/2023,Wrong Item,403
97370,SO51681,9/3/2023,Size Mismatch,69
97371,SO62939,7/25/2023,Size Mismatch,421
97372,SO73435,7/1/2023,Unsatisfied,345
97373,SO72746,12/8/2023,Unsatisfied,31
97374,SO77636,11/20/2023,Unsatisfied,79
97375,SO67410,8/23/2023,Wrong Item,145
97376,SO68296,3/6/2023,Defective,52
97377,SO59939,2/2/2023,Defective,152
97378,SO61261,8/2/2023,Wrong Item,30
97379,SO70878,8/12/2023,Unsatisfied,46
97380,SO76345,6/29/2023,Wrong Item,389
97381,SO55219,12/9/2023,Unsatisfied,263
97382,SO50127,2/16/2023,Size Mismatch,108
97383,SO76914,4/17/2023,Size Mismatch,62
97384,SO71184,5/29/2023,Wrong Item,370
97385,SO59610,2/26/2023,Size Mismatch,483
97386,SO74568,10/21/2023,Unsatisfied,372
97387,SO52201,5/11/2023,Size Mismatch,95
97388,SO74056,1/4/2023,Unsatisfied,144
97389,SO58710,6/28/2023,Defective,427
97390,SO52003,1/17/2023,Unsatisfied,419
97391,SO72153,3/20/2023,Wrong Item,159
97392,SO76206,11/23/2023,Size Mismatch,305
97393,SO50723,2/14/2023,Wrong Item,104
97394,SO68067,5/27/2023,Defective,402
97395,SO72266,3/15/2023,Wrong Item,492
97396,SO59581,10/29/2023,Unsatisfied,180
97397,SO74869,2/15/2023,Defective,499
97398,SO53374,12/17/2023,Wrong Item,447
97399,SO73712,7/26/2023,Size Mismatch,289
97400,SO69136,9/27/2023,Defective,438
97401,SO60500,2/4/2023,Defective,398
97402,SO51372,5/19/2023,Size Mismatch,44
97403,SO72068,6/4/2023,Defective,327
97404,SO70229,3/10/2023,Wrong Item,242
97405,SO61057,5/13/2023,Unsatisfied,448
97406,SO62179,2/2/2023,Size Mismatch,32
97407,SO52581,3/2/2023,Defective,81
97408,SO75803,1/18/2023,Wrong Item,33
97409,SO58310,1/28/2023,Unsatisfied,495
97410,SO73249,7/26/2023,Size Mismatch,177
97411,SO72125,3/27/2023,Unsatisfied,259
97412,SO57590,9/12/2023,Unsatisfied,26
97413,SO60383,4/18/2023,Wrong Item,345
97414,SO61658,1/12/2023,Defective,20
97415,SO63706,5/23/2023,Wrong Item,149
97416,SO68554,11/23/2023,Size Mismatch,142
97417,SO52102,1/22/2023,Defective,264
97418,SO70062,7/3/2023,Unsatisfied,405
97419,SO54527,3/17/2023,Size Mismatch,417
97420,SO64148,2/27/2023,Wrong Item,492
97421,SO66150,12/28/2023,Unsatisfied,84
97422,SO68765,2/15/2023,Size Mismatch,73
97423,SO71937,5/23/2023,Defective,250
97424,SO74811,9/22/2023,Unsatisfied,413
97425,SO57637,9/25/2023,Wrong Item,421
97426,SO55829,8/19/2023,Defective,150
97427,SO78858,2/10/2023,Defective,253
97428,SO73223,1/3/2023,Wrong Item,226
97429,SO54067,8/25/2023,Defective,75
97430,SO57323,6/16/2023,Size Mismatch,127
97431,SO69530,7/6/2023,Size Mismatch,213
97432,SO70526,9/10/2023,Defective,92
97433,SO53026,9/16/2023,Wrong Item,280
97434,SO50396,2/19/2023,Unsatisfied,130
97435,SO60607,4/22/2023,Size Mismatch,318
97436,SO70627,6/10/2023,Wrong Item,211
97437,SO62392,9/9/2023,Size Mismatch,128
97438,SO55577,9/11/2023,Defective,28
97439,SO54341,8/9/2023,Wrong Item,248
97440,SO56295,3/16/2023,Size Mismatch,215
97441,SO56873,6/4/2023,Defective,264
97442,SO59293,8/17/2023,Defective,251
97443,SO75991,2/17/2023,Defective,57
97444,SO59342,7/24/2023,Size Mismatch,430
97445,SO75583,2/20/2023,Defective,249
97446,SO64394,5/21/2023,Defective,270
97447,SO51054,6/13/2023,Defective,274
97448,SO68639,3/4/2023,Unsatisfied,493
97449,SO63933,9/2/2023,Wrong Item,424
97450,SO57588,2/27/2023,Size Mismatch,173
97451,SO73684,2/2/2023,Defective,115
97452,SO74598,11/16/2023,Size Mismatch,496
97453,SO61881,3/3/2023,Size Mismatch,319
97454,SO60370,12/26/2023,Size Mismatch,425
97455,SO67202,3/29/2023,Wrong Item,34
97456,SO50785,11/20/2023,Unsatisfied,137
97457,SO62921,3/28/2023,Size Mismatch,204
97458,SO51929,8/29/2023,Unsatisfied,73
97459,SO50651,3/18/2023,Wrong Item,44
97460,SO53265,7/12/2023,Wrong Item,348
97461,SO74506,8/9/2023,Unsatisfied,207
97462,SO78439,3/11/2023,Wrong Item,439
97463,SO76742,7/21/2023,Defective,261
97464,SO52669,3/13/2023,Unsatisfied,39
97465,SO68572,9/29/2023,Wrong Item,323
97466,SO75526,6/16/2023,Defective,271
97467,SO72433,11/29/2023,Wrong Item,280
97468,SO74604,1/18/2023,Unsatisfied,238
97469,SO64238,1/11/2023,Size Mismatch,132
97470,SO73541,8/6/2023,Size Mismatch,141
97471,SO59436,12/1/2023,Unsatisfied,469
97472,SO74620,1/8/2023,Defective,492
97473,SO67393,12/4/2023,Wrong Item,165
97474,SO52999,4/21/2023,Unsatisfied,283
97475,SO75159,10/29/2023,Defective,156
97476,SO73232,11/23/2023,Wrong Item,243
97477,SO73867,10/26/2023,Unsatisfied,315
97478,SO69739,8/4/2023,Defective,412
97479,SO62924,7/28/2023,Defective,96
97480,SO61184,4/19/2023,Size Mismatch,129
97481,SO69151,1/23/2023,Defective,305
97482,SO63675,4/30/2023,Defective,43
97483,SO52922,10/28/2023,Defective,87
97484,SO76999,7/6/2023,Unsatisfied,299
97485,SO54679,4/10/2023,Defective,112
97486,SO62573,1/6/2023,Defective,347
97487,SO79179,6/13/2023,Size Mismatch,53
97488,SO73213,3/4/2023,Size Mismatch,302
97489,SO52070,10/17/2023,Defective,56
97490,SO54334,5/24/2023,Size Mismatch,237
97491,SO77373,2/25/2023,Wrong Item,457
97492,SO65334,12/4/2023,Unsatisfied,441
97493,SO60626,8/25/2023,Wrong Item,371
97494,SO76918,3/10/2023,Unsatisfied,388
97495,SO52632,11/21/2023,Size Mismatch,407
97496,SO61510,10/5/2023,Size Mismatch,306
97497,SO73187,12/22/2023,Unsatisfied,73
97498,SO69925,9/19/2023,Unsatisfied,414
97499,SO64797,4/14/2023,Size Mismatch,246
97500,SO51303,4/10/2023,Wrong Item,337
97501,SO79537,1/20/2023,Size Mismatch,404
97502,SO56837,6/16/2023,Size Mismatch,314
97503,SO74653,7/9/2023,Unsatisfied,168
97504,SO71409,8/23/2023,Unsatisfied,357
97505,SO61306,6/26/2023,Size Mismatch,142
97506,SO57813,11/12/2023,Unsatisfied,212
97507,SO76682,7/13/2023,Unsatisfied,462
97508,SO61752,10/22/2023,Size Mismatch,162
97509,SO71468,8/14/2023,Unsatisfied,337
97510,SO65553,2/11/2023,Unsatisfied,317
97511,SO53286,2/27/2023,Size Mismatch,423
97512,SO67313,1/17/2023,Wrong Item,332
97513,SO53778,5/30/2023,Unsatisfied,269
97514,SO52455,4/21/2023,Unsatisfied,437
97515,SO56378,3/24/2023,Wrong Item,275
97516,SO79688,10/16/2023,Unsatisfied,167
97517,SO57087,3/14/2023,Wrong Item,337
97518,SO79975,6/2/2023,Size Mismatch,373
97519,SO74024,12/8/2023,Defective,142
97520,SO57423,12/27/2023,Unsatisfied,176
97521,SO65966,4/19/2023,Wrong Item,132
97522,SO68241,4/9/2023,Wrong Item,259
97523,SO56864,2/24/2023,Wrong Item,248
97524,SO72497,5/2/2023,Defective,464
97525,SO59607,6/2/2023,Defective,144
97526,SO64846,7/2/2023,Unsatisfied,296
97527,SO57623,10/18/2023,Size Mismatch,86
97528,SO75107,7/8/2023,Defective,423
97529,SO56424,5/23/2023,Defective,26
97530,SO60131,7/19/2023,Unsatisfied,151
97531,SO52351,7/1/2023,Defective,406
97532,SO76152,11/17/2023,Unsatisfied,122
97533,SO52942,12/22/2023,Size Mismatch,349
97534,SO62386,11/30/2023,Wrong Item,144
97535,SO76761,3/10/2023,Unsatisfied,169
97536,SO76450,8/26/2023,Size Mismatch,345
97537,SO64790,9/10/2023,Size Mismatch,269
97538,SO74481,8/23/2023,Wrong Item,234
97539,SO53752,9/7/2023,Size Mismatch,400
97540,SO70388,1/17/2023,Defective,196
97541,SO65485,6/15/2023,Defective,213
97542,SO63343,12/13/2023,Defective,428
97543,SO55178,2/8/2023,Unsatisfied,322
97544,SO53214,2/25/2023,Defective,202
97545,SO58990,8/12/2023,Defective,334
97546,SO59842,8/6/2023,Size Mismatch,500
97547,SO58620,10/10/2023,Unsatisfied,278
97548,SO55414,7/6/2023,Unsatisfied,237
97549,SO77680,10/12/2023,Defective,498
97550,SO63652,7/9/2023,Defective,160
97551,SO65587,5/13/2023,Unsatisfied,241
97552,SO60615,11/29/2023,Size Mismatch,54
97553,SO52295,5/27/2023,Wrong Item,260
97554,SO61764,10/22/2023,Unsatisfied,51
97555,SO68041,12/28/2023,Unsatisfied,383
97556,SO78505,5/31/2023,Wrong Item,372
97557,SO59861,12/29/2023,Defective,344
97558,SO61888,12/27/2023,Unsatisfied,292
97559,SO64082,6/11/2023,Unsatisfied,320
97560,SO58159,4/3/2023,Size Mismatch,406
97561,SO71260,7/14/2023,Size Mismatch,319
97562,SO54580,1/13/2023,Defective,456
97563,SO72984,12/10/2023,Size Mismatch,268
97564,SO53530,10/23/2023,Unsatisfied,493
97565,SO68748,1/23/2023,Size Mismatch,368
97566,SO69133,10/10/2023,Size Mismatch,119
97567,SO52036,2/18/2023,Unsatisfied,351
97568,SO52225,2/2/2023,Wrong Item,484
97569,SO77811,8/30/2023,Unsatisfied,338
97570,SO76371,8/17/2023,Wrong Item,281
97571,SO73407,7/23/2023,Wrong Item,419
97572,SO74059,12/19/2023,Unsatisfied,180
97573,SO50859,5/30/2023,Defective,30
97574,SO70309,11/18/2023,Unsatisfied,430
97575,SO58724,9/21/2023,Wrong Item,234
97576,SO67267,9/13/2023,Wrong Item,423
97577,SO61699,11/10/2023,Wrong Item,194
97578,SO64927,1/3/2023,Size Mismatch,147
97579,SO69847,10/2/2023,Size Mismatch,305
97580,SO51444,12/16/2023,Size Mismatch,485
97581,SO65945,11/12/2023,Unsatisfied,101
97582,SO50437,1/15/2023,Size Mismatch,90
97583,SO56111,2/9/2023,Size Mismatch,445
97584,SO73597,5/20/2023,Wrong Item,32
97585,SO76817,5/11/2023,Size Mismatch,326
97586,SO56373,6/24/2023,Unsatisfied,288
97587,SO79690,6/14/2023,Wrong Item,98
97588,SO63796,9/13/2023,Defective,231
97589,SO79698,8/24/2023,Unsatisfied,403
97590,SO53166,9/24/2023,Unsatisfied,453
97591,SO58417,3/30/2023,Defective,325
97592,SO69857,11/6/2023,Defective,100
97593,SO66576,11/15/2023,Defective,219
97594,SO78645,6/1/2023,Unsatisfied,288
97595,SO62599,11/29/2023,Size Mismatch,388
97596,SO78896,5/22/2023,Unsatisfied,210
97597,SO62009,1/30/2023,Unsatisfied,400
97598,SO64726,3/31/2023,Unsatisfied,491
97599,SO52399,12/23/2023,Unsatisfied,61
97600,SO79822,2/18/2023,Unsatisfied,219
97601,SO56728,12/7/2023,Wrong Item,287
97602,SO58381,12/7/2023,Unsatisfied,56
97603,SO60493,4/6/2023,Unsatisfied,217
97604,SO52108,12/1/2023,Size Mismatch,174
97605,SO60423,9/20/2023,Unsatisfied,407
97606,SO75336,7/27/2023,Unsatisfied,362
97607,SO59350,9/5/2023,Defective,249
97608,SO52185,2/21/2023,Defective,53
97609,SO58868,11/12/2023,Unsatisfied,283
97610,SO70210,12/26/2023,Wrong Item,35
97611,SO77014,1/15/2023,Wrong Item,156
97612,SO60471,4/2/2023,Defective,212
97613,SO56544,9/21/2023,Wrong Item,464
97614,SO62354,4/7/2023,Defective,207
97615,SO76833,5/18/2023,Wrong Item,34
97616,SO52499,10/21/2023,Wrong Item,443
97617,SO74998,4/11/2023,Unsatisfied,362
97618,SO79503,4/7/2023,Defective,325
97619,SO69086,4/8/2023,Unsatisfied,287
97620,SO77703,9/7/2023,Size Mismatch,91
97621,SO54857,9/13/2023,Unsatisfied,24
97622,SO54492,5/24/2023,Wrong Item,245
97623,SO78646,2/8/2023,Wrong Item,246
97624,SO50943,8/28/2023,Unsatisfied,235
97625,SO54479,4/2/2023,Defective,254
97626,SO64539,2/22/2023,Size Mismatch,297
97627,SO66020,11/28/2023,Defective,245
97628,SO58851,11/17/2023,Defective,67
97629,SO75233,9/30/2023,Unsatisfied,457
97630,SO60248,1/1/2023,Unsatisfied,466
97631,SO51279,1/16/2023,Unsatisfied,123
97632,SO62227,8/27/2023,Defective,438
97633,SO76223,2/13/2023,Unsatisfied,223
97634,SO53428,9/14/2023,Unsatisfied,192
97635,SO53845,5/30/2023,Size Mismatch,120
97636,SO56227,12/7/2023,Unsatisfied,213
97637,SO60698,7/4/2023,Wrong Item,484
97638,SO61343,2/24/2023,Defective,188
97639,SO62452,6/16/2023,Defective,439
97640,SO74545,1/26/2023,Defective,386
97641,SO73198,3/29/2023,Size Mismatch,455
97642,SO75516,9/1/2023,Defective,496
97643,SO64066,12/20/2023,Wrong Item,141
97644,SO59156,7/25/2023,Wrong Item,173
97645,SO62743,7/20/2023,Wrong Item,149
97646,SO54227,8/6/2023,Size Mismatch,315
97647,SO64526,2/5/2023,Defective,241
97648,SO61501,8/30/2023,Defective,379
97649,SO53257,1/15/2023,Size Mismatch,275
97650,SO77464,8/5/2023,Unsatisfied,388
97651,SO66837,1/2/2023,Wrong Item,323
97652,SO78965,1/22/2023,Unsatisfied,162
97653,SO67640,11/13/2023,Defective,312
97654,SO66833,12/31/2023,Unsatisfied,167
97655,SO75684,2/11/2023,Defective,179
97656,SO58242,11/15/2023,Defective,446
97657,SO76988,12/19/2023,Size Mismatch,42
97658,SO77671,7/21/2023,Wrong Item,169
97659,SO72262,11/14/2023,Size Mismatch,149
97660,SO61494,3/11/2023,Defective,474
97661,SO69568,6/7/2023,Wrong Item,92
97662,SO50908,5/19/2023,Defective,372
97663,SO65521,11/16/2023,Size Mismatch,141
97664,SO76717,7/11/2023,Size Mismatch,50
97665,SO69453,8/28/2023,Size Mismatch,62
97666,SO56699,9/17/2023,Wrong Item,452
97667,SO55429,3/7/2023,Size Mismatch,483
97668,SO77108,7/14/2023,Wrong Item,103
97669,SO53015,2/20/2023,Size Mismatch,286
97670,SO78141,10/10/2023,Defective,149
97671,SO53518,2/16/2023,Unsatisfied,138
97672,SO59011,8/21/2023,Wrong Item,230
97673,SO79132,9/15/2023,Wrong Item,235
97674,SO73098,5/24/2023,Size Mismatch,247
97675,SO79161,1/18/2023,Unsatisfied,383
97676,SO74963,6/7/2023,Wrong Item,299
97677,SO57984,1/22/2023,Unsatisfied,98
97678,SO66045,3/6/2023,Size Mismatch,42
97679,SO50156,2/8/2023,Defective,106
97680,SO64805,10/29/2023,Defective,325
97681,SO57379,3/23/2023,Size Mismatch,389
97682,SO76292,8/5/2023,Size Mismatch,491
97683,SO75491,7/28/2023,Size Mismatch,194
97684,SO54553,4/17/2023,Unsatisfied,403
97685,SO66142,11/12/2023,Defective,200
97686,SO56778,11/9/2023,Size Mismatch,367
97687,SO70982,1/25/2023,Unsatisfied,375
97688,SO66909,3/21/2023,Size Mismatch,165
97689,SO78085,4/11/2023,Unsatisfied,98
97690,SO62849,9/16/2023,Defective,152
97691,SO62593,3/15/2023,Wrong Item,165
97692,SO72529,5/26/2023,Defective,185
97693,SO63820,8/26/2023,Unsatisfied,166
97694,SO55129,10/3/2023,Unsatisfied,175
97695,SO60852,3/14/2023,Size Mismatch,430
97696,SO51295,1/23/2023,Unsatisfied,450
97697,SO75876,8/15/2023,Defective,416
97698,SO64805,4/4/2023,Size Mismatch,45
97699,SO51097,8/1/2023,Unsatisfied,279
97700,SO69507,2/12/2023,Defective,433
97701,SO62143,10/18/2023,Defective,292
97702,SO72268,2/2/2023,Wrong Item,64
97703,SO54028,11/3/2023,Wrong Item,263
97704,SO78270,11/11/2023,Wrong Item,159
97705,SO74850,1/14/2023,Wrong Item,288
97706,SO57303,4/15/2023,Wrong Item,224
97707,SO78180,5/28/2023,Size Mismatch,48
97708,SO51205,2/6/2023,Defective,419
97709,SO52619,3/10/2023,Size Mismatch,308
97710,SO73640,12/8/2023,Size Mismatch,216
97711,SO65948,9/11/2023,Size Mismatch,216
97712,SO59159,12/24/2023,Size Mismatch,461
