product_id,subcategory,maintenance_required,product_line
2251,Road Bikes,Yes,Touring
2252,Mountain Bikes,No,Touring
2253,Jerseys,Yes,Touring
2254,Helmets,No,Touring
2255,Tires,No,Standard
2256,Tires,No,Mountain
2257,Road Bikes,Yes,Standard
2258,Tires,Yes,Mountain
2259,Tires,Yes,Touring
2260,Helmets,No,Touring
2261,Tires,Yes,Touring
2262,Jerseys,Yes,Road
2263,Tires,No,Touring
2264,Road Bikes,Yes,Mountain
2265,Helmets,Yes,Road
2266,Mountain Bikes,Yes,Road
2267,Tires,No,Road
2268,Road Bikes,No,Standard
2269,Jerseys,Yes,Road
2270,Road Bikes,No,Road
2271,Mountain Bikes,Yes,Touring
2272,Tires,Yes,Standard
2273,Jerseys,Yes,Road
2274,Road Bikes,Yes,Touring
2275,Road Bikes,Yes,Road
2276,Helmets,Yes,Mountain
2277,Jerseys,No,Standard
2278,Tires,No,Mountain
2279,Road Bikes,Yes,Touring
2280,Jerseys,No,Road
2281,Tires,Yes,Touring
2282,Mountain Bikes,No,Touring
2283,Jerseys,No,Mountain
2284,Jerseys,Yes,Road
2285,Tires,No,Road
2286,Road Bikes,Yes,Standard
2287,Helmets,Yes,Touring
2288,Mountain Bikes,Yes,Standard
2289,Mountain Bikes,No,Road
2290,Road Bikes,Yes,Standard
2291,Mountain Bikes,No,Mountain
2292,Jerseys,Yes,Road
2293,Road Bikes,Yes,Road
2294,Tires,Yes,Road
2295,Road Bikes,No,Road
2296,Helmets,Yes,Mountain
2297,Road Bikes,Yes,Touring
2298,Road Bikes,Yes,Road
2299,Tires,No,Road
2300,Tires,Yes,Touring
2301,Mountain Bikes,Yes,Touring
2302,Tires,No,Road
2303,Mountain Bikes,No,Standard
2304,Road Bikes,No,Mountain
2305,Tires,Yes,Mountain
2306,Road Bikes,No,Touring
2307,Road Bikes,Yes,Road
2308,Tires,No,Mountain
2309,Tires,No,Standard
2310,Jerseys,No,Mountain
2311,Helmets,No,Standard
2312,Mountain Bikes,No,Mountain
2313,Mountain Bikes,Yes,Road
2314,Jerseys,No,Mountain
2315,Road Bikes,Yes,Road
2316,Tires,No,Road
2317,Road Bikes,Yes,Touring
2318,Helmets,Yes,Touring
2319,Mountain Bikes,No,Mountain
2320,Tires,No,Road
2321,Road Bikes,Yes,Mountain
2322,Tires,Yes,Standard
2323,Road Bikes,Yes,Touring
2324,Tires,No,Road
2325,Mountain Bikes,Yes,Road
2326,Helmets,No,Mountain
2327,Jerseys,No,Road
2328,Road Bikes,Yes,Road
2329,Mountain Bikes,Yes,Touring
2330,Mountain Bikes,No,Standard
2331,Tires,Yes,Standard
2332,Tires,Yes,Standard
2333,Tires,No,Road
2334,Helmets,Yes,Touring
2335,Jerseys,No,Touring
2336,Mountain Bikes,No,Road
2337,Road Bikes,Yes,Road
2338,Tires,No,Road
2339,Road Bikes,Yes,Mountain
2340,Mountain Bikes,Yes,Touring
2341,Jerseys,Yes,Road
2342,Road Bikes,Yes,Mountain
2343,Helmets,Yes,Road
2344,Road Bikes,Yes,Road
2345,Road Bikes,Yes,Road
2346,Helmets,No,Standard
2347,Mountain Bikes,Yes,Touring
2348,Helmets,No,Mountain
2349,Mountain Bikes,Yes,Touring
2350,Road Bikes,No,Road
2351,Mountain Bikes,No,Standard
2352,Helmets,No,Road
2353,Helmets,Yes,Standard
2354,Mountain Bikes,Yes,Touring
2355,Mountain Bikes,No,Touring
2356,Jerseys,No,Touring
2357,Mountain Bikes,No,Standard
2358,Helmets,Yes,Touring
2359,Jerseys,Yes,Touring
2360,Mountain Bikes,No,Touring
2361,Helmets,No,Touring
2362,Road Bikes,Yes,Road
2363,Mountain Bikes,Yes,Standard
2364,Road Bikes,No,Standard
2365,Road Bikes,Yes,Road
2366,Helmets,Yes,Standard
2367,Road Bikes,No,Road
2368,Road Bikes,No,Standard
2369,Mountain Bikes,Yes,Standard
2370,Road Bikes,No,Mountain
2371,Road Bikes,No,Road
2372,Helmets,Yes,Standard
2373,Helmets,No,Standard
2374,Road Bikes,Yes,Road
2375,Jerseys,No,Road
2376,Helmets,No,Touring
2377,Mountain Bikes,Yes,Road
2378,Road Bikes,No,Standard
2379,Road Bikes,No,Road
2380,Mountain Bikes,Yes,Touring
2381,Mountain Bikes,Yes,Standard
2382,Mountain Bikes,No,Mountain
2383,Tires,No,Standard
2384,Mountain Bikes,No,Road
2385,Road Bikes,Yes,Touring
2386,Helmets,Yes,Touring
2387,Tires,No,Touring
2388,Tires,Yes,Mountain
2389,Road Bikes,No,Road
2390,Road Bikes,No,Road
2391,Mountain Bikes,No,Road
2392,Tires,Yes,Road
2393,Road Bikes,No,Touring
2394,Tires,No,Touring
2395,Mountain Bikes,No,Standard
2396,Helmets,No,Touring
2397,Jerseys,Yes,Touring
2398,Tires,No,Standard
2399,Mountain Bikes,Yes,Mountain
2400,Jerseys,Yes,Mountain
2401,Helmets,Yes,Standard
2402,Mountain Bikes,No,Mountain
2403,Helmets,Yes,Touring
2404,Tires,Yes,Mountain
2405,Tires,Yes,Standard
2406,Mountain Bikes,No,Standard
2407,Road Bikes,Yes,Standard
2408,Tires,No,Standard
2409,Road Bikes,No,Standard
2410,Jerseys,No,Mountain
2411,Tires,Yes,Mountain
2412,Road Bikes,Yes,Road
2413,Mountain Bikes,Yes,Road
2414,Tires,Yes,Road
2415,Mountain Bikes,No,Mountain
2416,Mountain Bikes,No,Touring
2417,Tires,Yes,Standard
2418,Helmets,No,Road
2419,Tires,No,Mountain
2420,Helmets,Yes,Standard
2421,Road Bikes,No,Touring
2422,Jerseys,Yes,Mountain
2423,Road Bikes,Yes,Road
2424,Jerseys,Yes,Touring
2425,Helmets,Yes,Mountain
2426,Tires,No,Touring
2427,Helmets,Yes,Road
2428,Helmets,Yes,Standard
2429,Jerseys,Yes,Road
2430,Helmets,No,Touring
2431,Road Bikes,No,Touring
2432,Helmets,No,Road
2433,Road Bikes,Yes,Touring
2434,Mountain Bikes,No,Road
2435,Helmets,No,Road
2436,Mountain Bikes,No,Touring
2437,Mountain Bikes,No,Road
2438,Jerseys,Yes,Road
2439,Tires,Yes,Mountain
2440,Jerseys,Yes,Road
2441,Tires,No,Touring
2442,Helmets,No,Mountain
2443,Helmets,Yes,Mountain
2444,Mountain Bikes,Yes,Standard
2445,Jerseys,No,Standard
2446,Mountain Bikes,No,Mountain
2447,Road Bikes,No,Road
2448,Mountain Bikes,Yes,Touring
2449,Helmets,Yes,Mountain
2450,Road Bikes,No,Touring
2451,Jerseys,Yes,Road
2452,Mountain Bikes,No,Standard
2453,Helmets,No,Mountain
2454,Mountain Bikes,No,Standard
2455,Mountain Bikes,Yes,Touring
2456,Road Bikes,Yes,Road
2457,Helmets,No,Road
2458,Helmets,Yes,Mountain
2459,Mountain Bikes,No,Touring
2460,Helmets,Yes,Mountain
2461,Jerseys,Yes,Touring
2462,Jerseys,No,Touring
2463,Road Bikes,No,Road
2464,Tires,Yes,Standard
2465,Tires,No,Mountain
2466,Road Bikes,No,Touring
2467,Tires,No,Mountain
2468,Mountain Bikes,Yes,Touring
2469,Road Bikes,No,Standard
2470,Mountain Bikes,Yes,Mountain
2471,Mountain Bikes,No,Road
2472,Jerseys,No,Road
2473,Road Bikes,No,Road
2474,Road Bikes,Yes,Touring
2475,Road Bikes,No,Standard
2476,Mountain Bikes,No,Mountain
2477,Road Bikes,Yes,Mountain
2478,Mountain Bikes,No,Touring
2479,Road Bikes,No,Touring
2480,Tires,No,Mountain
2481,Helmets,No,Mountain
2482,Tires,No,Standard
2483,Helmets,No,Standard
2484,Mountain Bikes,No,Mountain
2485,Tires,No,Mountain
2486,Mountain Bikes,No,Standard
2487,Helmets,Yes,Mountain
2488,Jerseys,No,Road
2489,Helmets,Yes,Standard
2490,Road Bikes,Yes,Standard
2491,Helmets,No,Mountain
2492,Road Bikes,Yes,Road
2493,Jerseys,No,Road
2494,Helmets,Yes,Road
2495,Road Bikes,No,Mountain
2496,Helmets,Yes,Mountain
2497,Mountain Bikes,No,Standard
2498,Mountain Bikes,Yes,Mountain
2499,Road Bikes,No,Road
2500,Helmets,Yes,Mountain
2501,Mountain Bikes,Yes,Road
2502,Tires,Yes,Standard
2503,Road Bikes,Yes,Mountain
2504,Helmets,No,Touring
2505,Mountain Bikes,Yes,Mountain
2506,Mountain Bikes,No,Standard
2507,Mountain Bikes,Yes,Standard
2508,Helmets,No,Mountain
2509,Tires,No,Mountain
2510,Mountain Bikes,Yes,Standard
2511,Helmets,Yes,Standard
2512,Helmets,Yes,Road
2513,Road Bikes,Yes,Road
2514,Road Bikes,No,Mountain
2515,Jerseys,No,Mountain
2516,Road Bikes,Yes,Mountain
2517,Helmets,Yes,Mountain
2518,Tires,Yes,Touring
2519,Helmets,Yes,Touring
2520,Jerseys,No,Standard
2521,Jerseys,Yes,Mountain
2522,Road Bikes,Yes,Standard
2523,Mountain Bikes,Yes,Standard
2524,Road Bikes,Yes,Standard
2525,Mountain Bikes,Yes,Touring
2526,Helmets,Yes,Mountain
2527,Mountain Bikes,No,Road
2528,Mountain Bikes,No,Touring
2529,Tires,No,Road
2530,Tires,No,Road
2531,Tires,Yes,Mountain
2532,Road Bikes,No,Touring
2533,Mountain Bikes,Yes,Standard
2534,Tires,Yes,Mountain
2535,Jerseys,Yes,Touring
2536,Mountain Bikes,No,Standard
2537,Tires,No,Standard
2538,Mountain Bikes,No,Standard
2539,Tires,No,Road
2540,Tires,No,Mountain
2541,Road Bikes,Yes,Road
2542,Jerseys,No,Standard
2543,Road Bikes,No,Mountain
2544,Tires,Yes,Road
2545,Tires,Yes,Road
2546,Helmets,Yes,Mountain
2547,Helmets,No,Touring
2548,Mountain Bikes,Yes,Standard
2549,Mountain Bikes,No,Road
2550,Tires,Yes,Mountain
2551,Road Bikes,Yes,Mountain
2552,Jerseys,No,Mountain
2553,Tires,Yes,Mountain
2554,Tires,No,Touring
2555,Jerseys,No,Touring
2556,Tires,Yes,Standard
2557,Mountain Bikes,No,Touring
2558,Tires,No,Standard
2559,Jerseys,No,Touring
2560,Jerseys,Yes,Mountain
2561,Jerseys,No,Road
2562,Helmets,No,Touring
2563,Mountain Bikes,No,Standard
2564,Road Bikes,No,Touring
2565,Road Bikes,No,Mountain
2566,Tires,Yes,Road
2567,Helmets,No,Road
2568,Jerseys,No,Mountain
2569,Road Bikes,Yes,Mountain
2570,Road Bikes,Yes,Standard
2571,Tires,Yes,Standard
2572,Tires,Yes,Touring
2573,Helmets,Yes,Mountain
2574,Jerseys,Yes,Standard
2575,Jerseys,No,Touring
2576,Jerseys,No,Touring
2577,Mountain Bikes,Yes,Standard
2578,Helmets,No,Road
2579,Helmets,Yes,Touring
2580,Jerseys,No,Road
2581,Jerseys,No,Road
2582,Helmets,Yes,Touring
2583,Mountain Bikes,Yes,Mountain
2584,Tires,Yes,Touring
2585,Tires,Yes,Standard
2586,Mountain Bikes,No,Mountain
2587,Road Bikes,Yes,Mountain
2588,Jerseys,Yes,Standard
2589,Jerseys,Yes,Mountain
2590,Mountain Bikes,Yes,Standard
2591,Jerseys,No,Touring
2592,Road Bikes,No,Mountain
2593,Tires,No,Standard
2594,Road Bikes,No,Mountain
2595,Road Bikes,Yes,Road
2596,Helmets,No,Touring
2597,Jerseys,No,Touring
2598,Helmets,Yes,Standard
2599,Jerseys,Yes,Road
2600,Helmets,Yes,Mountain
2601,Road Bikes,No,Touring
2602,Tires,Yes,Touring
2603,Tires,Yes,Road
2604,Tires,No,Mountain
2605,Mountain Bikes,Yes,Touring
2606,Tires,Yes,Road
2607,Jerseys,Yes,Mountain
2608,Tires,Yes,Mountain
2609,Jerseys,No,Standard
2610,Helmets,Yes,Mountain
2611,Road Bikes,No,Road
2612,Tires,No,Mountain
2613,Helmets,Yes,Road
2614,Jerseys,No,Touring
2615,Helmets,No,Road
2616,Helmets,No,Standard
2617,Helmets,Yes,Standard
2618,Mountain Bikes,No,Standard
2619,Helmets,No,Road
2620,Jerseys,No,Standard
2621,Helmets,No,Road
2622,Jerseys,Yes,Mountain
2623,Jerseys,Yes,Standard
2624,Jerseys,No,Standard
2625,Mountain Bikes,No,Road
2626,Tires,No,Road
2627,Road Bikes,Yes,Touring
2628,Road Bikes,Yes,Road
2629,Mountain Bikes,Yes,Mountain
2630,Mountain Bikes,Yes,Road
2631,Mountain Bikes,Yes,Road
2632,Tires,No,Road
2633,Tires,Yes,Touring
2634,Road Bikes,No,Touring
2635,Helmets,No,Touring
2636,Road Bikes,No,Touring
2637,Road Bikes,Yes,Standard
2638,Jerseys,No,Touring
2639,Mountain Bikes,Yes,Road
2640,Jerseys,Yes,Touring
2641,Helmets,No,Standard
2642,Jerseys,Yes,Touring
2643,Jerseys,No,Standard
2644,Mountain Bikes,No,Standard
2645,Tires,Yes,Road
2646,Road Bikes,No,Road
2647,Road Bikes,Yes,Mountain
2648,Tires,Yes,Standard
2649,Helmets,No,Touring
2650,Helmets,Yes,Standard
2651,Mountain Bikes,No,Standard
2652,Jerseys,No,Mountain
2653,Helmets,No,Road
2654,Tires,No,Touring
2655,Road Bikes,Yes,Road
2656,Jerseys,No,Mountain
2657,Helmets,Yes,Standard
2658,Jerseys,Yes,Touring
2659,Tires,Yes,Standard
2660,Tires,No,Road
2661,Road Bikes,No,Road
2662,Tires,No,Standard
2663,Jerseys,No,Road
2664,Jerseys,Yes,Road
2665,Road Bikes,Yes,Mountain
2666,Road Bikes,No,Touring
2667,Tires,No,Mountain
2668,Tires,No,Road
2669,Tires,No,Mountain
2670,Jerseys,No,Road
2671,Jerseys,No,Mountain
2672,Tires,Yes,Standard
2673,Jerseys,No,Touring
2674,Helmets,Yes,Touring
2675,Helmets,Yes,Mountain
2676,Mountain Bikes,Yes,Touring
2677,Mountain Bikes,No,Standard
2678,Jerseys,No,Road
2679,Tires,No,Touring
2680,Jerseys,No,Road
2681,Jerseys,Yes,Standard
2682,Road Bikes,Yes,Standard
2683,Road Bikes,No,Touring
2684,Helmets,Yes,Standard
2685,Jerseys,Yes,Standard
2686,Road Bikes,No,Touring
2687,Tires,No,Mountain
2688,Mountain Bikes,No,Mountain
2689,Mountain Bikes,Yes,Mountain
2690,Helmets,Yes,Standard
2691,Jerseys,No,Mountain
2692,Jerseys,No,Touring
2693,Road Bikes,No,Road
2694,Jerseys,Yes,Mountain
2695,Road Bikes,No,Road
2696,Tires,Yes,Standard
2697,Road Bikes,No,Road
2698,Jerseys,Yes,Touring
2699,Road Bikes,No,Touring
2700,Jerseys,No,Road
2701,Road Bikes,No,Touring
2702,Jerseys,Yes,Standard
2703,Jerseys,Yes,Touring
2704,Tires,No,Mountain
2705,Road Bikes,No,Mountain
2706,Helmets,No,Touring
2707,Tires,No,Road
2708,Road Bikes,Yes,Mountain
2709,Mountain Bikes,Yes,Standard
2710,Jerseys,No,Road
2711,Mountain Bikes,Yes,Road
2712,Tires,No,Mountain
2713,Jerseys,Yes,Road
2714,Mountain Bikes,No,Standard
2715,Mountain Bikes,Yes,Mountain
2716,Mountain Bikes,Yes,Touring
2717,Helmets,Yes,Touring
2718,Tires,No,Mountain
2719,Tires,No,Standard
2720,Road Bikes,No,Standard
2721,Mountain Bikes,No,Touring
2722,Jerseys,Yes,Mountain
2723,Helmets,Yes,Mountain
2724,Tires,Yes,Standard
2725,Road Bikes,Yes,Road
2726,Tires,Yes,Road
2727,Tires,No,Mountain
2728,Road Bikes,Yes,Road
2729,Helmets,No,Standard
2730,Tires,Yes,Touring
2731,Road Bikes,No,Touring
2732,Road Bikes,No,Road
2733,Jerseys,No,Road
2734,Road Bikes,Yes,Mountain
2735,Jerseys,Yes,Standard
2736,Helmets,Yes,Standard
2737,Helmets,Yes,Road
2738,Road Bikes,Yes,Touring
2739,Helmets,No,Mountain
2740,Mountain Bikes,Yes,Road
2741,Tires,Yes,Standard
2742,Tires,No,Mountain
2743,Mountain Bikes,No,Touring
2744,Mountain Bikes,No,Touring
2745,Tires,Yes,Mountain
2746,Tires,No,Mountain
2747,Jerseys,Yes,Standard
2748,Road Bikes,No,Touring
2749,Road Bikes,No,Standard
2750,Helmets,No,Mountain
2751,Jerseys,Yes,Mountain
2752,Road Bikes,No,Road
2753,Tires,No,Touring
2754,Tires,Yes,Road
2755,Road Bikes,Yes,Touring
2756,Helmets,No,Standard
2757,Road Bikes,No,Mountain
2758,Tires,Yes,Road
2759,Helmets,Yes,Mountain
2760,Helmets,No,Touring
2761,Jerseys,No,Road
2762,Helmets,Yes,Mountain
2763,Tires,No,Road
2764,Road Bikes,No,Standard
2765,Tires,Yes,Standard
2766,Helmets,Yes,Standard
2767,Mountain Bikes,Yes,Touring
2768,Jerseys,No,Standard
2769,Helmets,No,Touring
2770,Helmets,No,Mountain
2771,Jerseys,No,Touring
2772,Mountain Bikes,No,Road
2773,Tires,Yes,Standard
2774,Jerseys,No,Mountain
2775,Road Bikes,Yes,Touring
2776,Mountain Bikes,No,Road
2777,Road Bikes,No,Mountain
2778,Helmets,No,Standard
2779,Tires,Yes,Mountain
2780,Jerseys,Yes,Touring
2781,Tires,No,Mountain
2782,Mountain Bikes,Yes,Mountain
2783,Road Bikes,Yes,Mountain
2784,Road Bikes,No,Mountain
2785,Jerseys,Yes,Touring
2786,Mountain Bikes,Yes,Touring
2787,Jerseys,Yes,Mountain
2788,Mountain Bikes,Yes,Standard
2789,Helmets,No,Road
2790,Tires,No,Mountain
2791,Mountain Bikes,No,Touring
2792,Tires,No,Mountain
2793,Jerseys,Yes,Standard
2794,Tires,No,Touring
2795,Jerseys,No,Road
2796,Helmets,No,Standard
2797,Mountain Bikes,Yes,Standard
2798,Mountain Bikes,Yes,Mountain
2799,Jerseys,No,Standard
2800,Jerseys,Yes,Touring
2801,Helmets,Yes,Road
2802,Jerseys,Yes,Road
2803,Tires,Yes,Touring
2804,Helmets,No,Touring
2805,Helmets,No,Standard
2806,Helmets,Yes,Standard
2807,Tires,No,Standard
2808,Helmets,No,Mountain
2809,Jerseys,Yes,Touring
2810,Road Bikes,Yes,Mountain
2811,Jerseys,Yes,Road
2812,Helmets,Yes,Standard
2813,Road Bikes,Yes,Road
2814,Jerseys,No,Standard
2815,Tires,No,Mountain
2816,Mountain Bikes,Yes,Road
2817,Tires,No,Touring
2818,Jerseys,Yes,Road
2819,Road Bikes,No,Road
2820,Helmets,No,Road
2821,Helmets,No,Road
2822,Jerseys,Yes,Mountain
2823,Helmets,No,Standard
2824,Jerseys,Yes,Mountain
2825,Helmets,No,Mountain
2826,Helmets,Yes,Mountain
2827,Tires,No,Road
2828,Jerseys,Yes,Touring
2829,Mountain Bikes,Yes,Standard
2830,Jerseys,Yes,Road
2831,Mountain Bikes,Yes,Standard
2832,Tires,Yes,Standard
2833,Tires,Yes,Standard
2834,Mountain Bikes,Yes,Road
2835,Mountain Bikes,No,Mountain
2836,Tires,No,Touring
2837,Jerseys,Yes,Standard
2838,Jerseys,Yes,Touring
2839,Helmets,No,Mountain
2840,Jerseys,No,Standard
2841,Mountain Bikes,Yes,Touring
2842,Tires,No,Standard
2843,Helmets,Yes,Standard
2844,Jerseys,No,Touring
2845,Jerseys,Yes,Road
2846,Mountain Bikes,Yes,Mountain
2847,Tires,No,Touring
2848,Tires,Yes,Road
2849,Mountain Bikes,Yes,Touring
2850,Helmets,Yes,Standard
2851,Road Bikes,No,Mountain
2852,Tires,Yes,Road
2853,Mountain Bikes,No,Mountain
2854,Helmets,No,Touring
2855,Jerseys,Yes,Road
2856,Mountain Bikes,No,Mountain
2857,Road Bikes,No,Touring
2858,Jerseys,No,Touring
2859,Tires,No,Mountain
2860,Jerseys,Yes,Touring
2861,Tires,Yes,Standard
2862,Jerseys,No,Touring
2863,Helmets,No,Road
2864,Helmets,No,Mountain
2865,Tires,Yes,Standard
2866,Mountain Bikes,No,Road
2867,Helmets,No,Mountain
2868,Jerseys,Yes,Road
2869,Jerseys,No,Mountain
2870,Mountain Bikes,Yes,Standard
2871,Mountain Bikes,No,Mountain
2872,Jerseys,No,Touring
2873,Road Bikes,No,Touring
2874,Road Bikes,No,Touring
2875,Road Bikes,No,Touring
2876,Jerseys,Yes,Standard
2877,Helmets,Yes,Road
2878,Tires,No,Touring
2879,Tires,Yes,Touring
2880,Mountain Bikes,Yes,Standard
2881,Helmets,Yes,Mountain
2882,Jerseys,No,Mountain
2883,Helmets,Yes,Road
2884,Road Bikes,Yes,Mountain
2885,Mountain Bikes,Yes,Standard
2886,Helmets,No,Standard
2887,Tires,Yes,Standard
2888,Road Bikes,No,Touring
2889,Tires,No,Road
2890,Mountain Bikes,Yes,Mountain
2891,Mountain Bikes,No,Road
2892,Tires,Yes,Mountain
2893,Jerseys,Yes,Touring
2894,Jerseys,No,Touring
2895,Helmets,No,Standard
2896,Tires,Yes,Standard
2897,Mountain Bikes,Yes,Road
2898,Road Bikes,Yes,Road
2899,Tires,No,Standard
2900,Jerseys,Yes,Touring
2901,Mountain Bikes,Yes,Standard
2902,Jerseys,Yes,Road
2903,Helmets,No,Road
2904,Helmets,Yes,Standard
2905,Jerseys,No,Touring
2906,Helmets,No,Road
2907,Jerseys,Yes,Road
2908,Tires,No,Mountain
2909,Tires,Yes,Standard
2910,Jerseys,No,Touring
2911,Helmets,Yes,Mountain
2912,Road Bikes,No,Touring
2913,Helmets,Yes,Road
2914,Helmets,No,Road
2915,Helmets,No,Road
2916,Helmets,Yes,Mountain
2917,Helmets,Yes,Mountain
2918,Helmets,No,Touring
2919,Mountain Bikes,No,Road
2920,Road Bikes,No,Mountain
2921,Tires,Yes,Touring
2922,Tires,No,Road
2923,Mountain Bikes,Yes,Road
2924,Mountain Bikes,Yes,Road
2925,Helmets,Yes,Mountain
2926,Mountain Bikes,Yes,Mountain
2927,Road Bikes,No,Standard
2928,Mountain Bikes,No,Road
2929,Helmets,Yes,Touring
2930,Road Bikes,No,Mountain
2931,Jerseys,No,Touring
2932,Jerseys,No,Mountain
2933,Road Bikes,No,Standard
2934,Jerseys,No,Mountain
2935,Helmets,Yes,Mountain
2936,Mountain Bikes,Yes,Mountain
2937,Mountain Bikes,Yes,Road
2938,Helmets,Yes,Mountain
2939,Jerseys,Yes,Standard
2940,Mountain Bikes,Yes,Touring
2941,Mountain Bikes,No,Mountain
2942,Jerseys,No,Touring
2943,Helmets,Yes,Road
2944,Helmets,Yes,Road
2945,Mountain Bikes,No,Touring
2946,Helmets,Yes,Road
2947,Helmets,Yes,Touring
2948,Tires,No,Touring
2949,Mountain Bikes,Yes,Standard
2950,Helmets,No,Mountain
2951,Mountain Bikes,Yes,Touring
2952,Helmets,Yes,Touring
2953,Jerseys,No,Road
2954,Road Bikes,No,Touring
2955,Jerseys,Yes,Road
2956,Road Bikes,Yes,Standard
2957,Road Bikes,No,Touring
2958,Road Bikes,Yes,Touring
2959,Jerseys,No,Touring
2960,Helmets,No,Standard
2961,Mountain Bikes,Yes,Touring
2962,Jerseys,No,Standard
2963,Helmets,Yes,Touring
2964,Mountain Bikes,No,Touring
2965,Mountain Bikes,No,Mountain
2966,Road Bikes,No,Road
2967,Road Bikes,No,Standard
2968,Mountain Bikes,No,Road
2969,Tires,Yes,Mountain
2970,Jerseys,No,Road
2971,Jerseys,Yes,Touring
2972,Helmets,Yes,Touring
2973,Mountain Bikes,No,Road
2974,Mountain Bikes,Yes,Touring
2975,Jerseys,Yes,Touring
2976,Mountain Bikes,Yes,Touring
2977,Helmets,No,Mountain
2978,Helmets,No,Touring
2979,Jerseys,No,Touring
2980,Tires,No,Standard
2981,Helmets,No,Standard
2982,Mountain Bikes,No,Touring
2983,Jerseys,No,Mountain
2984,Tires,No,Mountain
2985,Mountain Bikes,No,Touring
2986,Mountain Bikes,No,Touring
2987,Tires,No,Standard
2988,Jerseys,Yes,Touring
2989,Jerseys,No,Touring
2990,Road Bikes,Yes,Road
2991,Jerseys,No,Mountain
2992,Mountain Bikes,No,Touring
2993,Tires,Yes,Mountain
2994,Jerseys,Yes,Standard
2995,Jerseys,Yes,Standard
2996,Road Bikes,Yes,Mountain
2997,Jerseys,Yes,Mountain
2998,Tires,No,Touring
2999,Mountain Bikes,No,Standard
3000,Mountain Bikes,No,Mountain
3001,Road Bikes,Yes,Touring
3002,Mountain Bikes,Yes,Standard
3003,Tires,Yes,Road
3004,Tires,No,Mountain
3005,Helmets,Yes,Mountain
3006,Tires,Yes,Mountain
3007,Jerseys,No,Touring
3008,Mountain Bikes,Yes,Mountain
3009,Jerseys,No,Touring
3010,Road Bikes,No,Touring
3011,Road Bikes,No,Touring
3012,Road Bikes,Yes,Standard
3013,Helmets,No,Standard
3014,Road Bikes,Yes,Standard
3015,Jerseys,Yes,Mountain
3016,Tires,No,Standard
3017,Mountain Bikes,No,Standard
3018,Road Bikes,Yes,Road
3019,Helmets,Yes,Standard
3020,Road Bikes,Yes,Mountain
3021,Helmets,Yes,Standard
3022,Mountain Bikes,No,Road
3023,Tires,Yes,Mountain
3024,Helmets,Yes,Touring
3025,Helmets,Yes,Road
3026,Helmets,No,Mountain
3027,Road Bikes,Yes,Road
3028,Jerseys,Yes,Mountain
3029,Mountain Bikes,No,Road
3030,Tires,No,Road
3031,Jerseys,No,Standard
3032,Helmets,No,Touring
3033,Jerseys,Yes,Touring
3034,Road Bikes,No,Road
3035,Tires,Yes,Road
3036,Tires,Yes,Touring
3037,Mountain Bikes,Yes,Road
3038,Helmets,No,Standard
3039,Tires,No,Mountain
3040,Helmets,No,Touring
3041,Jerseys,No,Touring
3042,Mountain Bikes,No,Standard
3043,Jerseys,Yes,Touring
3044,Helmets,Yes,Road
3045,Road Bikes,No,Mountain
3046,Helmets,No,Road
3047,Helmets,No,Road
3048,Helmets,No,Mountain
3049,Tires,No,Road
3050,Road Bikes,Yes,Road
3051,Helmets,Yes,Touring
3052,Tires,No,Touring
3053,Road Bikes,Yes,Mountain
3054,Tires,No,Mountain
3055,Helmets,No,Mountain
3056,Helmets,No,Touring
3057,Road Bikes,No,Standard
3058,Mountain Bikes,Yes,Mountain
3059,Tires,Yes,Mountain
3060,Road Bikes,Yes,Mountain
3061,Tires,Yes,Touring
3062,Jerseys,Yes,Touring
3063,Helmets,Yes,Standard
3064,Mountain Bikes,Yes,Road
3065,Jerseys,Yes,Touring
3066,Road Bikes,Yes,Touring
3067,Tires,Yes,Road
3068,Helmets,Yes,Mountain
3069,Helmets,No,Road
3070,Mountain Bikes,Yes,Mountain
3071,Helmets,No,Touring
3072,Road Bikes,Yes,Road
3073,Helmets,Yes,Touring
3074,Road Bikes,Yes,Road
3075,Mountain Bikes,No,Standard
3076,Road Bikes,No,Touring
3077,Road Bikes,Yes,Road
3078,Road Bikes,Yes,Mountain
3079,Tires,No,Standard
3080,Jerseys,No,Standard
3081,Helmets,Yes,Road
3082,Road Bikes,No,Road
3083,Jerseys,No,Road
3084,Mountain Bikes,No,Mountain
3085,Tires,Yes,Road
3086,Road Bikes,Yes,Standard
3087,Tires,No,Standard
3088,Tires,Yes,Road
3089,Helmets,Yes,Mountain
3090,Helmets,No,Road
3091,Helmets,No,Mountain
3092,Helmets,No,Road
3093,Helmets,No,Touring
3094,Mountain Bikes,No,Mountain
3095,Helmets,Yes,Standard
3096,Jerseys,No,Road
3097,Tires,Yes,Road
3098,Helmets,No,Touring
3099,Mountain Bikes,Yes,Standard
3100,Mountain Bikes,No,Mountain
3101,Mountain Bikes,Yes,Standard
3102,Jerseys,No,Standard
3103,Tires,Yes,Standard
3104,Road Bikes,No,Standard
3105,Road Bikes,Yes,Road
3106,Road Bikes,No,Touring
3107,Tires,Yes,Touring
3108,Road Bikes,No,Mountain
3109,Helmets,No,Touring
3110,Helmets,No,Road
3111,Helmets,No,Road
3112,Tires,Yes,Standard
3113,Mountain Bikes,No,Mountain
3114,Road Bikes,Yes,Mountain
3115,Jerseys,No,Mountain
